PROV_CODE,PROV_NAME,PROVIDER_NETWORK,PROVIDER_PRACTICE,PROVIDER_REGION,PROVIDER_TOWN
21742,Zahid Tractor In-House Clinic (Dammam) - Medication,K. IHC,In-house Clinic,Eastern,Dammam
21747,Yanbu National Dispensary,J. ONW,Clinic,Western,Yanbu
21748,Zahid Tractor In-House Clinic (Dammam) - Salary,K. IHC,In-house Clinic,Eastern,Dammam
21749,Zahid Tractor In-House Clinic (Jeddah),J. ONW,In-house Clinic,Western,Jeddah
21750,Zahid Tractor In-House Clinic (Riyadh) - Medication,K. IHC,In-house Clinic,Central,Riyadh
21751,Zahid Tractor In-House Clinic (Riyadh) - Salary,K. IHC,In-house Clinic,Central,Riyadh
21755,Bashayer Medical Center,J. ONW,Clinic,Western,Jeddah
21756,PIA In-House Clinic (Medication),K. IHC,In-house Clinic,Western,Jeddah
21757,Xenel Industries Ltd - In-House Clinic (Salary),K. IHC,In-house Clinic,Western,Jeddah
21760,Tabuk Cement Co. In-house clinic,K. IHC,In-house Clinic,Northern,Tabuk
21762,Al Rabie Saudi Foods Co. In-House clinic - Medication,K. IHC,In-house Clinic,Western,Jeddah
21763,Al Rabie Saudi Foods Co. In-House clinic - Salary,K. IHC,In-house Clinic,Western,Jeddah
21768,Abdullah Hashim Clinic,J. ONW,Clinic,Western,Jeddah
21771,KUDU Corporation (Medication),K. IHC,In-house Clinic,Central,Riyadh
21772,KUDU Corporation (Salary),K. IHC,In-house Clinic,Central,Riyadh
21774,Western Bakeries - In-house clinic,K. IHC,In-house Clinic,Western,Jeddah
21776,Al Faisaliah Group In-House Clinic,K. IHC,In-house Clinic,Central,Riyadh
21777,SABCC(Inactive - refer to 20053),J. ONW,Hospital,Eastern,Dammam
21780,Intercontinental Hotels - Crowne Plaza Jeddah In-House-Clinic (SALARY),K. IHC,In-house Clinic,Western,Jeddah
21781,Intercontinental Hotels - Intercontinental Jeddah  In-House-Clinic (SALARY),K. IHC,In-house Clinic,Western,Jeddah
21782,Intercontinental Hotels - Crowne Plaza Hotel  In-House Clinic (Medication),K. IHC,In-house Clinic,Western,Jeddah
21783,Intercontinental Hotels - Intercontinental Jeddah In-House Clinic (Medication),K. IHC,In-house Clinic,Western,Jeddah
21784,Intercontinental Hotels - Intercontinental Dar Al-Tawhid In-House (SALARY),K. IHC,In-house Clinic,Western,Makkah
21785,Intercontinental Hotels - Makkah Guest Palace In-House Clinic (SALARY),K. IHC,In-house Clinic,Western,Makkah
21786,Intercontinental Hotels - Intercontinental Dar Al-Tawhid In-House (Medication),K. IHC,In-house Clinic,Western,Makkah
21787,Intercontinental Hotels - Makkah Guest Palace In-House Clinic (Medication),K. IHC,In-house Clinic,Western,Makkah
21788,Al Baik Group - Workers - In-House Clinic (Medication),K. IHC,In-house Clinic,Western,Jeddah
21790,Intercontinental Hotels - Minhal Holiday Inn  In-House (SALARY),K. IHC,In-house Clinic,Central,Riyadh
21791,Intercontinental Hotels - Intercontinental Riyadh In-House (SALARY),K. IHC,In-house Clinic,Central,Riyadh
21792,Intercontinental Hotels - Riyadh Conference Palace In-House (SALARY),K. IHC,In-house Clinic,Central,Riyadh
21793,Intercontinental Hotels - Riyadh Guest Palace In-House(SALARY),K. IHC,In-house Clinic,Central,Riyadh
21794,Intercontinental Hotels - Darriyah Conference Palacel In-House (SALARY),K. IHC,In-house Clinic,Central,Riyadh
21795,Crowne Plaza Riyadh Minhal (Medication),K. IHC,In-house Clinic,Central,Riyadh
21796,Intercontinental Hotels - Intercontinental Riyadh In-House (Medication),K. IHC,In-house Clinic,Central,Riyadh
21797,Intercontinental Hotels - Riyadh Conference Palace In-House (Medication),K. IHC,In-house Clinic,Central,Riyadh
21798,Intercontinental Hotels - Riyadh Guest Palace In-House (Medication),K. IHC,In-house Clinic,Central,Riyadh
21799,Intercontinental Hotels - Darriyah Conference Palace In-House (Medication),K. IHC,In-house Clinic,Central,Riyadh
21801,Intercontinental Hotels - Jeddah Conference Palace In-House(SALARY),K. IHC,In-house Clinic,Western,Jeddah
21802,Intercontinental Hotels - Dar Al Iman/Hijra/Taqwa In-house(SALARY),K. IHC,In-house Clinic,Western,Madinah
21803,Intercontinental Hotels - Jeddah Conference Palace In-House (Medication),K. IHC,In-house Clinic,Western,Jeddah
21804,Intercontinental Hotels - Dar Al Iman/Hijra/Taqwa In-House (Medication),K. IHC,In-house Clinic,Western,Madinah
21805,Intercontinental Hotels - Intercontinental Taif In-House (SALARY),K. IHC,In-house Clinic,Western,Taif
21806,Intercontinental Hotels - Intercontinental Taif In-House(Medication),K. IHC,In-house Clinic,Western,Taif
21808,Ideal Clinics,J. ONW,Clinic,Western,Jeddah
21810,Al Higra Polyclinic,J. ONW,Clinic,Western,Asfan
21811,Sunset Beach In-House Clinic (CAPITATED),K. IHC,In-house Clinic,Eastern,Khobar
21815,International Center for Commerce & Contracting (Jeddah) IHC (Medication),K. IHC,In-house Clinic,Western,Jeddah
21816,International Center for Commerce & Contracting (Jeddah) IHC (SALARY),K. IHC,In-house Clinic,Western,Jeddah
21819,Sanabel Al Atta - IHC (Medication),K. IHC,In-house Clinic,Western,Jeddah
21820,Makkah National Hospital - Samtah,J. ONW,Hospital,Southern,Gizan
21821,Aquat Food Industrial Ltd IHC - Medication,K. IHC,In-house Clinic,Western,Jeddah
21822,Al Rajhi International Clinic,J. ONW,Clinic,Eastern,Khobar
21826,National Hospital - Abu Dhabi,J. ONW,Hospital,Overseas,Abu Dhabi
21827,New National Medical Centre - Abu Dhabi,J. ONW,Polyclinic,Overseas,Abu Dhabi
21829,New Medical Centre Speciality Hospital - Al Ain,J. ONW,Hospital,Overseas,"Dubai, UAE"
21831,Herfy Foods Services Ltd. IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21839,Badruddin Polyclinic - Ghurabi,J. ONW,Polyclinic,Central,Riyadh
21840,Badruddin Polyclinic - Khamis Mushyat,J. ONW,Polyclinic,Southern,Khamis Mushayt
21846,International Center for Commerce & Contracting (Abqiq) IHC (Medication),K. IHC,In-house Clinic,Eastern,Abqiq
21847,International Center for Commerce & Contracting (Abqiq) IHC (SALARY),K. IHC,In-house Clinic,Eastern,Abqiq
21848,Saudi Can Co. Ltd. IHC (Medication),K. IHC,In-house Clinic,Western,Jeddah
21854,Advanced Electronics Company Ltd - IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21855,Advanced Electronics Company Ltd. - IHC (SALARY),K. IHC,In-house Clinic,Central,Riyadh
21856,Dr Al Mozher Dental Polyclinic (not in use effective 01/05/2009),J. ONW,Polyclinic,Eastern,Dammam
21857,Alwan Est. IHC - Capitated,K. IHC,In-house Clinic,Western,Jeddah
21858,Middle East Paper Company IHC - Medication,K. IHC,In-house Clinic,Western,Jeddah
21859,Middle East Paper Company IHC - Salary,K. IHC,In-house Clinic,Western,Jeddah
21863,The Apollo Clinic - Qatar,J. ONW,Polyclinic,Overseas,Qatar
21867,Saudi Vitrified Clay Pipe Co. Ltd. IHC - Medication,K. IHC,In-house Clinic,Central,Riyadh
21871,Al Faiad Polyclinic,J. ONW,Polyclinic,Northern,Tabuk
21874,Alwan Est. (East Highway - Makkah) IHC - Capitated,K. IHC,In-house Clinic,Western,Jeddah
21875,National Company for Glass Industries - ZOUJAJ - Riyadh IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21876,National Company for Glass Industries - ZOUJAJ - Riyadh IHC (Salary),K. IHC,In-house Clinic,Central,Riyadh
21877,National Company for Glass Industries - ZOUJAJ - Dammam IHC (Medication),K. IHC,In-house Clinic,Eastern,Dammam
21878,National Company for Glass Industries - ZOUJAJ - Dammam IHC (Salary),K. IHC,In-house Clinic,Eastern,Dammam
21879,Al Jasser Industrial Group IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21880,Henkel Saudi Arabia Detergents Co. Ltd. IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21883,Dr Abubaker Salim Al Beidh Clinic,J. ONW,Clinic,Western,Jeddah
21886,Saudi Ceramic Co. IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21887,ISMO / Advance Medical,J. ONW,Data Only,Southern,Abha
21896,Saudi Ceramic Co. IHC (SALARY),K. IHC,In-house Clinic,Central,Riyadh
21897,AEC F15 Project IHC - Khamis Mushyat (SALARY),K. IHC,In-house Clinic,Southern,Khamis Mushayt
21898,AEC F15 Project IHC - Dhahran (SALARY),K. IHC,In-house Clinic,Eastern,Dammam
21899,AEC F15 Project IHC - Taif - SALARY,K. IHC,In-house Clinic,Western,Taif
21900,Ink Products Co. Ltd. IHC - SALARY,K. IHC,In-house Clinic,Central,Riyadh
21901,Dr Abdullah Saim Al Dahr Hospital,J. ONW,Hospital,Western,Jeddah
21905,Jwel Polyclinic - Jeddah,J. ONW,Polyclinic,Western,Jeddah
21910,Dr Adel Bahlas Medical Centers - 1,J. ONW,Clinic,Western,Jeddah
21919,SCJ Co. Ltd. IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21920,SCJ Co. Ltd. IHC (Salary),K. IHC,In-house Clinic,Central,Riyadh
21922,United Food Industries Corp.(Deemah) IHC (Medication),K. IHC,In-house Clinic,Central,Riyadh
21923,United Food Industries Corp.(Deemah) IHC (Salary),K. IHC,In-house Clinic,Central,Riyadh
21924,Advanced Electronics Company Ltd. - IHC (Chronic Meds),K. IHC,In-house Clinic,Central,Riyadh
21925,BUPA International,J. ONW,Data Only,Overseas,London
21926,Saudi Vitrified Clay Pipe Co. Ltd. IHC - Salary,K. IHC,In-house Clinic,Central,Riyadh
21928,Dar Al Fouad Hospital (NOT IN USE),J. ONW,Hospital,Overseas,Cairo
21929,Balsharaf Pharmacy,J. ONW,Pharmacy,Central,Riyadh
21941,Gulf Palace - IHC - Medication,K. IHC,In-house Clinic,Eastern,Dammam
21942,Gulf Palace - IHC - Salary,K. IHC,In-house Clinic,Eastern,Dammam
21943,Zelan Construction Arabia Co. Ltd. - IHC - Capitated,K. IHC,In-house Clinic,Southern,Gizan
21944,AEC F15 Project IHC - Taif - Medication,K. IHC,In-house Clinic,Western,Taif
21945,Supreme Foods Co. IHC - Medication,K. IHC,In-house Clinic,Central,Riyadh
21946,Supreme Foods Co. IHC - Salary,K. IHC,In-house Clinic,Central,Riyadh
21951,Al-Shehili Factory In-House Clinic - Medication,K. IHC,In-house Clinic,Central,Riyadh
21952,Al-Shehili Factory In-House Clinic - Salary,K. IHC,In-house Clinic,Central,Riyadh
21953,Agricultural Development Co. Ltd. In-House Clinic - Medication,K. IHC,In-house Clinic,Central,Riyadh
21954,Al Shohada Hotel In-House Clinic - Medication,K. IHC,In-house Clinic,Western,Makkah
21955,Al Shohada Hotel In-House Clinic - Salary,K. IHC,In-house Clinic,Western,Makkah
21956,PEPSI Bugshan In-House Clinic (Industrial Area) CAPITATED,K. IHC,In-house Clinic,Western,Jeddah
21958,INMA Steel In-House Clinic - CAPITATED,K. IHC,In-house Clinic,Eastern,Jubail
21959,Supreme Food Proc. Co. Ltd. In-House Clinic -  CAPITATED,K. IHC,In-house Clinic,Central,Riyadh
21960,A.B Group In-house Clinic - Medication,K. IHC,In-house Clinic,Central,Riyadh
21961,A.B Group In-house Clinic - Salary,K. IHC,In-house Clinic,Central,Riyadh
21962,Radhwa Holiday Inn - In-house Clinic - Medication,K. IHC,In-house Clinic,Western,Yanbu
21963,Radhwa In-house Clinic - Salary,K. IHC,In-house Clinic,Western,Yanbu
21964,Al Khadra Laboratories,J. ONW,Laboratory,Western,Jeddah
21968,Al Latifia Trading & Contracting - In-house Clinic - Medication Supply,K. IHC,In-house Clinic,Central,Riyadh
21969,Al Latifia Trading & Contracting - In-house Clinic - SALARY,K. IHC,In-house Clinic,Central,Riyadh
21970,Al-Abdulkarim Holding Company In-house clinic (CAPITATED),K. IHC,In-house Clinic,Eastern,Dammam
21972,Wallan Group,K. IHC,In-house Clinic,Western,Jeddah
21982,Sanaya Dental Center,J. ONW,Clinic,Central,Riyadh
21988,Al Khafji House Dispensary,J. ONW,Polyclinic,Eastern,Khafji
21991,Hotel Dieu De France,J. ONW,Data Only,Overseas,Beirut
21992,Care & Cure Medical Clinic(Ex.Family Polyclinic),J. ONW,Clinic,Western,Jeddah
21998,METALCO - In-house Clinic - Salary,K. IHC,In-house Clinic,Central,Riyadh
21999,METALCO - In-house Clinic - Medication,K. IHC,In-house Clinic,Western,Jeddah
22003,Dr Yasser Al Attal Clinic,J. ONW,Clinic,Western,Jeddah
22008,Al Baik Group In-House Clinic (Capitated),K. IHC,In-house Clinic,Western,Jeddah
22011,Al Jazirah Vehicles Agencies Co.(RIYADH) IHC - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22012,Al Jazirah Vehicles Agencies Co.(RIYADH) IHC - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22013,Al Jazirah Vehicles Agencies Co.(DAMMAM) IHC - MEDICATION,K. IHC,In-house Clinic,Eastern,Dammam
22014,Al Jazirah Vehicles Agencies Co.(DAMMAM) IHC - SALARY,K. IHC,In-house Clinic,Eastern,Dammam
22015,Al Jazirah Vehicles Agencies Co.(JEDDAH) IHC - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22016,Al Jazirah Vehicles Agencies Co. (JEDDAH) IHC - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22017,Saudi Paper Manufacturing Co. IHC - MEDICATION,K. IHC,In-house Clinic,Eastern,Dammam
22018,Saudi Paper Manufacturing Co. IHC - SALARY,K. IHC,In-house Clinic,Eastern,Dammam
22019,Clariant Masterbatches SA - IHC - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22020,Clariant Masterbatches SA - IHC - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22021,The Savola Group - IHC - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22022,Wallan Group - IHC - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22023,Al Watania Industries -  MEDICATION,K. IHC,In-house Clinic,Eastern,Ras Tanura
22024,Al Watania Industries - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22025,Al Watania Poultry - MEDICATION,K. IHC,In-house Clinic,Central,Bureidah
22026,Al Watania Poultry - CAPITATED,K. IHC,In-house Clinic,Central,Bureidah
22027,Al-Owaidah Co For Cont. - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22028,Al-Owaidah Co For Cont.- MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22045,Ghodaf Medical Center,J. ONW,Clinic,Central,Riyadh
22047,HAFIL - In-house Clinic - Dr. Salary,K. IHC,In-house Clinic,Western,Jeddah
22048,Mohammed Yousef Al-Naghi Motors - Doctor's Salary,K. IHC,In-house Clinic,Western,Jeddah
22049,Middle East Environment Protection Co. (SALARY),K. IHC,In-house Clinic,Central,Riyadh
22050,Middle East Environment Protection Co.- Medication,K. IHC,In-house Clinic,Central,Riyadh
22051,Ajwa Group for Food Industries Holding - CAPITATED,K. IHC,In-house Clinic,Western,Jeddah
22054,Almajdouie Group (A) - CAPITATED,K. IHC,In-house Clinic,Eastern,Dammam
22055,Sunbulah Group - In-house Clinic (Capitated),K. IHC,In-house Clinic,Western,Jeddah
22064,Al Faisaliah Hotel - IHC - (CAPITATED),K. IHC,In-house Clinic,Central,Riyadh
22065,Bilfal Heavy Industries Ltd. - (CAPITATED),K. IHC,In-house Clinic,Eastern,Jubail
22066,Swipe Card Registration - Bupa employees,J. ONW,Clinic,Western,Jeddah
22067,Aquat Food Industries Ltd (Workers),K. IHC,In-house Clinic,Western,Jeddah
22071,"Al Suweilmy for General Contracting & Trading Co, Ltd - In-house Clinic  Capit",K. IHC,In-house Clinic,Western,Jeddah
22072,Saudi Paint Company Ltd. - IHC - CAPITATED,K. IHC,In-house Clinic,Central,Riyadh
22082,Jabria Co. Ltd. - Workers - IHC - Medication,K. IHC,In-house Clinic,Central,Riyadh
22083,Gandour - IHC - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22084,Gandour - IHC -  Monthly Medication,K. IHC,In-house Clinic,Western,Jeddah
22085,Arabian Pipeline Project Company - IHC - Salary,K. IHC,In-house Clinic,Central,Riyadh
22086,Arabian Pipeline Project Company - IHC - Medication,K. IHC,In-house Clinic,Central,Riyadh
22087,A.Shamsan Industrial Group - IHC - Salary,K. IHC,In-house Clinic,Central,Riyadh
22088,A.Shamsan Industrial Group - IHC - Medication,K. IHC,In-house Clinic,Central,Riyadh
22091,Al-Rabie Saudi Foods Co. Ltd. - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22092,Al-Rabie Saudi Foods Co. Ltd. - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22093,Batterjee College for Medical Sciences & Technology - CAPITATED,K. IHC,In-house Clinic,Western,Jeddah
22094,SRMCO - Saudi Refrigerators Mfg.Co.Ltd . - CAPITATED,K. IHC,In-house Clinic,Western,Jeddah
22095,SAMCO/SRMCO -  CAPITATED,K. IHC,In-house Clinic,Western,Jeddah
22096,Jeddah Graphic Center - In-house clinic - Med - CAPITATED,K. IHC,In-house Clinic,Western,Jeddah
22097,Abdulali Al-Ajmi Co. Ltd. - In-house Clinic - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22098,Abdulali Al-Ajmi Co. Ltd - IHC - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22101,UAC Mfg. Co. - IHC - CAPITATED,K. IHC,In-house Clinic,Eastern,Dammam
22102,Saudi Lighting Co. - IHC - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22103,Saudi Lighting Co. - IHC - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22105,Al Wissam Medical Polyclinic,J. ONW,Polyclinic,Western,Jeddah
22106,First National Operation & Maintainance Co. Ltd (10500800)  - IHC - (CAPITATED),K. IHC,In-house Clinic,Western,Jeddah
22107,PEPSI (SIPCO 2 & 3) Industrial Area -  IHC - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22108,PEPSI (SIPCO 2 & 3) Industrial Area - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22109,PEPSI (SIPCO - DC) Sheep Market - IHC - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22110,PEPSI (SIPCO - DC) Sheep Market - IHC - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22111,BAE Systems,J. ONW,Clinic,Central,Riyadh
22112,Ahmed Y. Al-Yami Est. - IHC - CAPITATED,K. IHC,In-house Clinic,Eastern,Abqiq
22115,Mustasharak Medical Group,J. ONW,Clinic,Southern,Khamis Mushayt
22121,F & K Al-Ansari Co - IHC - SALARY,K. IHC,In-house Clinic,Eastern,Dammam
22122,F & K Al-Ansari Co - IHC - Medication,K. IHC,In-house Clinic,Eastern,Dammam
22124,Dr Kamal Kattab Clinic,J. ONW,Clinic,Western,Jeddah
22133,Sleep High - IHC - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22134,Sleep High - IHC - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22135,Pharmaceutical Solutions Industry - IHC - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22136,Pharmaceutical Solutions Industry - IHC - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22142,Dr Zayed Dental Clinics,J. ONW,Clinic,Southern,Abha
22144,Intercontinental Hotels Al Khobar - SALARY,K. IHC,In-house Clinic,Eastern,Khobar
22145,Intercontinental Hotels Al Khobar - MEDICATION,K. IHC,In-house Clinic,Eastern,Khobar
22146,Mowafak Co. Ltd for Cont - SALARY,K. IHC,In-house Clinic,Western,Rabigh
22147,Mowafak Co. Ltd for Cont. Medication,K. IHC,In-house Clinic,Western,Rabigh
22154,SETE Group,K. IHC,In-house Clinic,Western,Jeddah
22155,Al Watania Agriculture - (CAPITATED),K. IHC,In-house Clinic,Western,Rabigh
22156,Al Watania Agriculture - Medication,K. IHC,In-house Clinic,Central,Riyadh
22163,Alstom Power - IHC - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22164,Alstom Power (Medication),K. IHC,In-house Clinic,Western,Jeddah
22165,Dr Khaled Al Zahrani Medical Center,J. ONW,Clinic,Eastern,Dammam
22169,Saudi Dental Center,J. ONW,Clinic,Western,Jeddah
22171,Al Essa Industries Co. (Capitated),K. IHC,In-house Clinic,Central,Riyadh
22172,Zeinab Polyclinic,J. ONW,Polyclinic,Western,Makkah
22177,Hesham Helal El Sewedy for Steel Industries  Co.,K. IHC,In-house Clinic,Western,Jeddah
22182,Saudi Diesel Equipment Co. Salary,K. IHC,In-house Clinic,Eastern,Dammam
22183,Saudi Diesel Equipment Co. (Medication),K. IHC,In-house Clinic,Eastern,Dammam
22184,AZIZ MAPA CONSORTIUM (Salary),K. IHC,In-house Clinic,Central,Riyadh
22185,AZIZ MAPA CONSORTIUM (MEDICATION),K. IHC,In-house Clinic,Central,Riyadh
22195,Al Rasheed Aluminium Kitchens - SALARY,K. IHC,In-house Clinic,Eastern,Dammam
22196,Al Rasheed Aluminium Kitchen - MEDICATION,K. IHC,In-house Clinic,Eastern,Dammam
22197,Binzagar Unilever (Capitated),K. IHC,In-house Clinic,Western,Jeddah
22199,Paragon Polyclinic,J. ONW,Polyclinic,Western,Jeddah
22202,Al Jazira Polyclinic - Jeddah,J. ONW,Polyclinic,Western,Jeddah
22204,Taiba Specialist Polyclinic - Muhayil,J. ONW,Polyclinic,Southern,Muhayel
22210,SAMCO-Saudi Airconditioning Mfg. Co. Ltd.,K. IHC,In-house Clinic,Western,Jeddah
22211,Gulf Consolidated Contractors Co. - SALARY,K. IHC,In-house Clinic,Eastern,Dammam
22212,Gulf Consolidated Contractors Co. - MEDICATION,K. IHC,In-house Clinic,Eastern,Dammam
22213,AL Shohada Hotel - Capitated,K. IHC,In-house Clinic,Western,Makkah
22215,Manar Hafr Al Baten Medical Center,J. ONW,Clinic,Eastern,Hafr Al Batin
22225,Abbar & Zainy ME - CS - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22226,Abbar &  Zainy ME - CS - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22232,Saudi Mechanical Industries Co.,K. IHC,In-house Clinic,Central,Riyadh
22237,SISCO - RSGT - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22238,SISCO - RSGT - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22239,Ahalina Dental Clinic,J. ONW,Clinic,Eastern,Dammam
22243,Dr Ahmed Al Moussa Clinic (Ex.Al Safwa Polyclinic),J. ONW,Polyclinic,Central,Bureidah
22246,Alwan Co.- IHC - North Jeddah (Bawadi Area) SALARY,K. IHC,In-house Clinic,Western,Jeddah
22247,Alwan Co. - IHC - North Jeddah (Bawadi Area) MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22248,Alwan Co. (South Jeddah Area) - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22249,Alwan Co.-IHC - (South Jeddah Area) - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22250,Alwan Co.- IHC - (Makkah) - SALARY,K. IHC,In-house Clinic,Western,Jeddah
22251,Alwan Co.- IHC - (Makkah) - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22252,Najran Cement - IHC - SALARY,K. IHC,In-house Clinic,Southern,Najran
22253,Abuljadayel Co. for Contracting & Maintenance - IHC - MEDICATION,K. IHC,In-house Clinic,Western,Jeddah
22254,Al Mutlaq Group - Al Mutlaq Furniture Co. - IHC -  SALARY,K. IHC,In-house Clinic,Eastern,Dammam
22265,Al Mutlaq Furniture Co. - IHC  - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22266,Basmah Provider,J. ONW,Clinic,Western,Jeddah
22267,Al Latifia Trading & Contracting (Sulayi Exit 18) - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22268,Al Latifia Trading & Contracting - (Sulayi Exit 18) - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
22269,Al Latifia Trading & Contracting (Al Nazeem Housing) - SALARY,K. IHC,In-house Clinic,Central,Riyadh
22270,Al Latifia Trading & Contracting (Al Nazeem Housing) - MEDICATION,K. IHC,In-house Clinic,Central,Riyadh
